Line, "Line.ln6108139-1", "m1047471.2", "l3216349.2", 6976, 2,  0, 1, 7.1995579, 15.202835, 1668737.3, 12277443, 1668791.5, 12277470, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6388581-2", "m1047401.1", "l2748132.1", 7040, 2,  0, 1, 7.1995579, 14.302957, 1670317.5, 12272009, 1670146.8, 12271941, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5774460-1", "l3122820.1", "l3141398.1", 7104, 2,  0, 1, 7.1995579, 12.769395, 1667666.9, 12274676, 1667627.4, 12274485, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5624387-1", "m1108360.3", "l3048968.3", 7168, 2,  0, 1, 7.1995579, 6.0919062, 1680168.2, 12274271, 1680113.1, 12274443, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6137087-1", "l2801950.3", "m1069224.3", 7232, 2,  0, 9, 7.1995579, 7.8258598, 1674219.2, 12270999, 1674133.5, 12271065, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6077809-1", "l2766746.3", "m1027073.3", 7296, 2,  0, 9, 7.1995579, 15.027078, 1666196.4, 12293191, 1666181.5, 12293553, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6440079-1", "l2895496.3", "m1142873.3", 7360, 2,  0, 3, 7.1995579, 3.4268215, 1684533.8, 12276445, 1684367.9, 12276444, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5804794-1", "m1069181.1", "l2973151.1", 7424, 2,  0, 9, 7.1995579, 7.5364306, 1673972.4, 12268069, 1673727.5, 12268105, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5654484-1", "l3179682.3", "l2786274.3", 7488, 2,  0, 1, 7.1995579, 4.7168561, 1681672.9, 12271868, 1681741, 12271929, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5774465-1", "l3066816.1", "m1026667.1", 7552, 2,  0, 1, 7.1995579, 12.289593, 1664600, 12277334, 1664354.3, 12277020, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5473349-1", "m1108529", "m1108532", 7616, 6,  0, 632, 7.1995579, 6.0541709, 1680506.5, 12283208, 1680446.6, 12283263, 16711680, 8, 0, 0, 0, 0, 16, 1
Line, "Line.ln6169253-1", "l2766723.1", "l3122822.1", 7808, 2,  0, 1, 7.1995579, 12.245633, 1664188, 12278340, 1664285.7, 12278500, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6350536-1", "l2673312.1", "l3235247.1", 7872, 2,  0, 1, 7.1995579, 13.571975, 1663803.6, 12289425, 1663595.4, 12289861, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6048523-1", "m1166391.3", "l3254873.3", 7936, 2,  0, 17, 7.1995579, 3.4067912, 1689062.4, 12283330, 1688723.5, 12283410, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5594152-1", "l2861157.3", "p901951.3", 8000, 2,  0, 19, 7.1995579, 2.3983137, 1691680.5, 12281568, 1691332, 12281761, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5865248-1", "m1047346", "m1047345", 8064, 6,  0, 102, 7.1995579, 8.4429063, 1671966.1, 12264736, 1671856.2, 12264646, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6046143-1", "l2989596.2", "l2822873.2", 8256, 2,  0, 1, 7.1995579, 9.2445044, 1673763.4, 12286115, 1673476.6, 12286163, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5803287-1", "m1108328.3", "l2875754.3", 8320, 2,  0, 1, 7.1995579, 4.89515, 1680988.1, 12272155, 1681057.9, 12272156, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5589094-1", "l2786204.3", "m1209819.3", 8384, 2,  0, 26, 7.1995579, 1.1876198, 1692261.6, 12277819, 1692167.8, 12278035, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5954983-1", "p901972.1", "m1009726.1", 8448, 2,  0, 16, 7.1995579, 13.53142, 1662794.2, 12281026, 1662882, 12280743, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5924696-2", "m1047702.1", "n1137001.1", 8512, 2,  0, 1, 7.1995579, 10.574831, 1670249.6, 12285031, 1670369.5, 12285007, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6506311-4", "l2767340", "m3037449", 8576, 6,  0, 1, 7.1995579, 4.6262099, 1681592.5, 12278553, 1681586.4, 12278555, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5653493-1", "m1047457.2", "l2710546.2", 8768, 2,  0, 13, 7.1995579, 14.772859, 1669348.4, 12276271, 1669268.8, 12276376, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5684836-1", "l2674027", "l2692633", 8832, 6,  0, 640, 7.1995579, 5.8814849, 1680654.8, 12282665, 1680603.6, 12282882, 16711680, 8, 0, 0, 0, 0, 16, 1
Line, "Line.ln5715016-3", "n1142108.1", "l2674051.1", 9024, 2,  0, 1, 7.1995579, 4.4986045, 1682000.2, 12272408, 1681885.2, 12272620, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6138614-1", "m1069135", "r18242", 9088, 6,  0, 107, 7.1995579, 8.1529361, 1672616.1, 12265429, 1672458.7, 12265258, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6077781-2", "m1047534", "n1136663", 9280, 6,  0, 537, 7.1995579, 9.2946502, 1671310.2, 12282700, 1670978.5, 12282523, 16711680, 7, 0, 0, 0, 0, 16, 1
Line, "Line.ln5675121-1", "m1108508.3", "l3097861.3", 9472, 2,  0, 1, 7.1995579, 6.8526822, 1678951.7, 12282375, 1678951.6, 12282075, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5773046-1", "m1069560.2", "m1069567.2", 9536, 2,  0, 24, 7.1995579, 9.007865, 1674751.7, 12286290, 1674888.2, 12286519, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6380809-2", "l2973153", "n1136998", 9600, 6,  0, 92, 7.1995579, 10.340532, 1670296.8, 12284294, 1670297, 12284328, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6018326-1", "l2898515.3", "m1166387.3", 9792, 2,  0, 2, 7.1995579, 2.4305196, 1688920.2, 12276647, 1688911.2, 12276842, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5472356-1", "m1047442.2", "l3235250.2", 9856, 2,  0, 1, 7.1995579, 14.093228, 1671318.2, 12275473, 1671154.1, 12275607, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6139641-1", "m1142871", "m1142874", 9920, 6,  0, 733, 7.1995579, 3.3107376, 1684905.5, 12276398, 1684789.4, 12276445, 16711680, 10, 0, 0, 0, 0, 16, 1
Line, "Line.ln6018341-1", "l2955081", "m1108315", 10112, 6,  0, 310, 7.1995579, 4.5707756, 1681629.2, 12272081, 1681524.4, 12271789, 16711680, 3, 0, 0, 0, 0, 16, 1
Line, "Line.ln6017302-1", "l2973162", "m1026333", 10304, 6,  0, 35, 7.1995579, 10.390383, 1667209.5, 12260500, 1667082.4, 12260381, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6199505-1", "m1009832.2", "l2860479.2", 10496, 2,  0, 1, 7.1995579, 13.539126, 1660588.9, 12283806, 1660685.3, 12283874, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5682327-1", "m1026854.1", "p901894.1", 10560, 2,  0, 20, 7.1995579, 10.902913, 1666749.2, 12284241, 1666760.5, 12284257, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6290243-1", "m1026485.2", "m1026492.2", 10624, 2,  0, 1, 7.1995579, 10.040602, 1668094.1, 12267868, 1668244.9, 12268023, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.x8223_48332_sw", "d6413567-3_int", "e182724", 10688, 6,  0, 163, 7.1995579, 7.0947046, 1675034.8, 12267900, 1675034.8, 12267899, 0, 1, 0, 0, 0, 5, 16, 1
Line, "Line.ln6413567-3", "n1139541", "d6413567-3_int", 10880, 6,  0, 163, 7.1995579, 7.0797378, 1675076.8, 12267925, 1675034.8, 12267900, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.ln5591731-3", "m4122658", "l2933135", 11072, 6,  0, 663, 7.1995579, 5.1281602, 1681438.3, 12280345, 1681436.4, 12280350, 16711680, 8, 0, 0, 0, 0, 16, 1
Line, "Line.ln5653470-1", "m1026702", "l2729414", 11264, 6,  0, 3, 7.1995579, 11.368801, 1666852.7, 12278176, 1666900, 12278019, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6017316-1", "l2729430.2", "l2766742.2", 11456, 2,  0, 31, 7.1995579, 12.824136, 1662906.8, 12283538, 1662560.9, 12283624, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5926299-1", "m1026972.2", "l2860483.2", 11520, 2,  0, 2, 7.1995579, 12.448141, 1668420.3, 12289417, 1668221.4, 12289427, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5683831-1", "l2860490", "l3104134", 11584, 6,  0, 105, 7.1995579, 8.3330571, 1672218.2, 12264992, 1672079.9, 12264837, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6352700-1", "m1089144.1", "p827522.1", 11776, 2,  0, 6, 7.1995579, 5.8838635, 1678471.3, 12269888, 1678470.4, 12269897, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6047570-1", "m1089118.1", "l3048208.1", 11840, 2,  0, 1, 7.1995579, 6.5816582, 1676496, 12268725, 1676550.6, 12268587, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5624342-1", "m1108505", "l2955047", 11904, 6,  0, 643, 7.1995579, 5.7019064, 1680783.1, 12282090, 1680741.1, 12282264, 16711680, 8, 0, 0, 0, 0, 16, 1
Line, "Line.ln6259992-1", "m1089148.1", "l2766721.1", 12096, 2,  0, 1, 7.1995579, 6.3025299, 1677542.3, 12270485, 1677417.7, 12270583, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5841919-1", "m1026745.2", "l3029183.2", 12160, 2,  0, 1, 7.1995579, 15.773988, 1668194.5, 12278996, 1668273.7, 12279284, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6380811-1", "l2710512.2", "m1047828.2", 12224, 2,  0, 13, 7.1995579, 13.006249, 1671150.3, 12292515, 1671351.5, 12292942, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5683832-1", "m1047342.1", "l3197645.1", 12288, 2,  0, 1, 7.1995579, 8.6707847, 1672335.2, 12264504, 1672415.3, 12264276, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6077778-1", "m1069192.1", "l3235253.1", 12352, 2,  0, 1, 7.1995579, 7.3497847, 1674569.5, 12268205, 1674836.7, 12268192, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5561442-2", "l3214071", "m1125952", 12416, 6,  0, 728, 7.1995579, 3.8983122, 1683294.6, 12277397, 1683189.4, 12277540, 16711680, 10, 0, 0, 0, 0, 16, 1
Line, "Line.ln6259983-1", "m1027101.2", "l2860480.2", 12608, 2,  0, 1, 7.1995579, 14.081319, 1668381.9, 12294749, 1668162.2, 12295142, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln5865244-1", "l2710517.1", "m1026646.1", 12672, 2,  0, 17, 7.1995579, 12.55074, 1667793.6, 12275161, 1667921.7, 12275065, 16711680, 1, 0, 0, 0, 0, 16, 1
Line, "Line.ln6350555-1", "m1069662.2", "l2935547.2", 12736, 2,  0, 1, 7.1995579, 10.370172, 1674125.5, 12289931, 1673990.2, 12290079, 16711680, 1, 0, 0, 0, 0, 16, 1
